2020-04-19 16:10:27.276 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryPropertyReferenceController.class]
2020-04-19 16:10:27.291 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositorySearchController.class]
2020-04-19 16:10:27.299 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/ProfileController.class]
2020-04-19 16:10:27.300 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositorySchemaController.class]
2020-04-19 16:10:27.306 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryController.class]
2020-04-19 16:10:27.321 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Ignored because not a concrete top-level class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryRestController.class]
2020-04-19 16:10:27.339 DEBUG 623 --- [main] o.s.c.a.ClassPathBeanDefinitionScanner   : Identified candidate component class: URL [jar:file:/Users/magicliang/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.6.RELEASE/spring-data-rest-webmvc-3.2.6.RELEASE.jar!/org/springframework/data/rest/webmvc/alps/AlpsController.class]
2020-04-19 16:10:27.563 DEBUG 623 --- [main] o.s.c.e.PropertySourcesPropertyResolver  : Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
2020-04-19 16:10:27.570 DEBUG 623 --- [main] o.s.c.e.PropertySourcesPropertyResolver  : Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
2020-04-19 16:10:27.889 DEBUG 623 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.AutoConfigurationPackages'
